ID;Категория;Артикул;Имя товара;Цена;Количество;Производитель;Опция:Цвет;GroupID;GroupID;ManufID
985;Мобильные телефоны;640849;Мобильный телефон Sony Xperia Z5 Dual;18700,0;14;Sony;;0;;5
986;Мобильные телефоны;640849;Мобильный телефон Sony Xperia Z5 Dual;18 700,0;9;Sony;зеленый;10;;5
987;Мобильные телефоны;640849;Мобильный телефон Sony Xperia Z5 Dual;18 700,0;12;Sony;золотистый;1;;5
988;Мобильные телефоны;640849;Мобильный телефон Sony Xperia Z5 Dual;18 986,0;7;Sony;черный;4;;5
989;Мобильные телефоны;640849;Мобильный телефон Sony Xperia Z5 Dual;18 986,0;10;Sony;белый;5;;5
990;Мобильные телефоны;978301;Мобильный телефон Alcatel One Touch 2008G;2002,0;15;Alcatel;;0;;14
991;Мобильные телефоны;978301;Мобильный телефон Alcatel One Touch 2008G;2 013,0;5;Alcatel;серебристый;3;;14
992;Мобильные телефоны;978301;Мобильный телефон Alcatel One Touch 2008G;2 002,0;12;Alcatel;черный;4;;14
993;Мобильные телефоны;978301;Мобильный телефон Alcatel One Touch 2008G;2 013,0;9;Alcatel;белый;5;;14
994;Мобильные телефоны;978907;Мобильный телефон Motorola Moto M Dual;12087,9;15;Motorola;;0;;11
995;Мобильные телефоны;978907;Мобильный телефон Motorola Moto M Dual;12 098,9;11;Motorola;золотистый;1;;11
996;Мобильные телефоны;978907;Мобильный телефон Motorola Moto M Dual;15 620,0;7;Motorola;серебристый;3;;11
997;Мобильные телефоны;978907;Мобильный телефон Motorola Moto M Dual;12 087,9;14;Motorola;серый;9;;11
998;Мобильные телефоны;1091682;Мобильный телефон ZTE Nubia Z17 mini 64GB/4GB;16115,0;8;ZTE;;0;;9
999;Мобильные телефоны;1091682;Мобильный телефон ZTE Nubia Z17 mini 64GB/4GB;16 115,0;4;ZTE;золотистый;1;;9
1000;Мобильные телефоны;1091682;Мобильный телефон ZTE Nubia Z17 mini 64GB/4GB;16 940,0;9;ZTE;черный;4;;9
1001;Мобильные телефоны;512178;Мобильный телефон Xiaomi Mi Note;8998,0;13;Xiaomi;;0;;1
1002;Мобильные телефоны;512178;Мобильный телефон Xiaomi Mi Note;8 998,0;8;Xiaomi;золотистый;1;;1
1003;Мобильные телефоны;512178;Мобильный телефон Xiaomi Mi Note;9 845,0;11;Xiaomi;розовый;2;;1
1004;Мобильные телефоны;512178;Мобильный телефон Xiaomi Mi Note;9 889,0;8;Xiaomi;серый;9;;1
1005;Мобильные телефоны;829747;Мобильный телефон ZTE Axon 7;29689,0;2;ZTE;;0;;9
1006;Мобильные телефоны;829747;Мобильный телефон ZTE Axon 7;26 389,0;5;ZTE;золотистый;1;;9
1007;Мобильные телефоны;829747;Мобильный телефон ZTE Axon 7;29 689,0;7;ZTE;серый;9;;9
1008;Мобильные телефоны;1050150;Мобильный телефон Meizu M5s 16GB;7524,0;13;Meizu;;0;;8
1009;Мобильные телефоны;1050150;Мобильный телефон Meizu M5s 16GB;7 678,0;3;Meizu;золотистый;1;;8
1010;Мобильные телефоны;1050150;Мобильный телефон Meizu M5s 16GB;7 524,0;4;Meizu;розовый;2;;8
1011;Мобильные телефоны;1050150;Мобильный телефон Meizu M5s 16GB;7 524,0;15;Meizu;серебристый;3;;8
1012;Мобильные телефоны;1050150;Мобильный телефон Meizu M5s 16GB;8 184,0;13;Meizu;серый;9;;8
1013;Мобильные телефоны;1050150;Мобильный телефон Meizu M5s 16GB;8 789,0;14;Meizu;черный;4;;8
1014;Мобильные телефоны;867200;Мобильный телефон Huawei Honor 8 32GB/3GB Dual Sim;18689,0;4;Huawei;;0;;4
1015;Мобильные телефоны;867200;Мобильный телефон Huawei Honor 8 32GB/3GB Dual Sim;18 689,0;7;Huawei;черный;4;;4
1016;Мобильные телефоны;867200;Мобильный телефон Huawei Honor 8 32GB/3GB Dual Sim;21 989,0;14;Huawei;белый;5;;4
1017;Мобильные телефоны;867200;Мобильный телефон Huawei Honor 8 32GB/3GB Dual Sim;18 689,0;2;Huawei;синий;6;;4
1018;Мобильные телефоны;929341;Мобильный телефон Asus Zenfone 3 Max 16GB ZC520TL;10219,0;15;Asus;;0;;12
1019;Мобильные телефоны;929341;Мобильный телефон Asus Zenfone 3 Max 16GB ZC520TL;10 989,0;14;Asus;золотистый;1;;12
1020;Мобильные телефоны;929341;Мобильный телефон Asus Zenfone 3 Max 16GB ZC520TL;10 527,0;11;Asus;серебристый;3;;12
1021;Мобильные телефоны;929341;Мобильный телефон Asus Zenfone 3 Max 16GB ZC520TL;10 219,0;4;Asus;серый;9;;12
1022;Мобильные телефоны;929341;Мобильный телефон Asus Zenfone 3 Max 16GB ZC520TL;9 094,8;5;Asus;песочный;21;;12
1023;Мобильные телефоны;418701;Мобильный телефон Samsung Galaxy S5 mini;9889,0;10;Samsung;;0;;0
1024;Мобильные телефоны;418701;Мобильный телефон Samsung Galaxy S5 mini;9 317,0;3;Samsung;золотистый;1;;0
1025;Мобильные телефоны;418701;Мобильный телефон Samsung Galaxy S5 mini;10 263,0;13;Samsung;черный;4;;0
1026;Мобильные телефоны;418701;Мобильный телефон Samsung Galaxy S5 mini;10 263,0;2;Samsung;белый;5;;0
1027;Мобильные телефоны;418701;Мобильный телефон Samsung Galaxy S5 mini;9 317,0;12;Samsung;синий;6;;0
1028;Мобильные телефоны;1141440;Мобильный телефон OnePlus 5 128GB;36784,0;15;OnePlus;;0;;3
1029;Мобильные телефоны;1141440;Мобильный телефон OnePlus 5 128GB;36 784,0;7;OnePlus;серый;9;;3
1030;Мобильные телефоны;1141440;Мобильный телефон OnePlus 5 128GB;38 302,0;12;OnePlus;черный;4;;3
1031;Мобильные телефоны;58222;Мобильный телефон Nokia 6500 Classic;4224,0;14;Nokia;;0;;6
1032;Мобильные телефоны;58222;Мобильный телефон Nokia 6500 Classic;3 245,0;14;Nokia;серый;9;;6
1033;Мобильные телефоны;58222;Мобильный телефон Nokia 6500 Classic;4 224,0;2;Nokia;черный;4;;6
1034;Мобильные телефоны;58222;Мобильный телефон Nokia 6500 Classic;4 224,0;13;Nokia;бронзовый;20;;6
1035;Мобильные телефоны;832764;Мобильный телефон Asus Zenfone 3 64GB ZE552KL;21109,0;5;Asus;;0;;12
1036;Мобильные телефоны;832764;Мобильный телефон Asus Zenfone 3 64GB ZE552KL;21 109,0;14;Asus;розовый;2;;12
1037;Мобильные телефоны;832764;Мобильный телефон Asus Zenfone 3 64GB ZE552KL;25 597,0;14;Asus;черный;4;;12
1038;Мобильные телефоны;832764;Мобильный телефон Asus Zenfone 3 64GB ZE552KL;22 979,0;10;Asus;белый;5;;12
1039;Мобильные телефоны;832764;Мобильный телефон Asus Zenfone 3 64GB ZE552KL;15 279,0;3;Asus;синий;6;;12
1040;Мобильные телефоны;260347;Мобильный телефон Nokia 105;1419,0;11;Nokia;;0;;6
1041;Мобильные телефоны;260347;Мобильный телефон Nokia 105;1 419,0;3;Nokia;черный;4;;6
1042;Мобильные телефоны;260347;Мобильный телефон Nokia 105;1 419,0;15;Nokia;белый;5;;6
1043;Мобильные телефоны;260347;Мобильный телефон Nokia 105;1 419,0;6;Nokia;синий;6;;6
1044;Мобильные телефоны;997449;Мобильный телефон Samsung Galaxy J5 Prime 2016;12089,0;8;Samsung;;0;;0
1045;Мобильные телефоны;997449;Мобильный телефон Samsung Galaxy J5 Prime 2016;9 669,0;15;Samsung;золотистый;1;;0
1046;Мобильные телефоны;997449;Мобильный телефон Samsung Galaxy J5 Prime 2016;12 639,0;8;Samsung;черный;4;;0
1047;Мобильные телефоны;1202962;Мобильный телефон Xiaomi Mi Mix 2 128GB;38115,0;13;Xiaomi;;0;;1
1048;Мобильные телефоны;1202962;Мобильный телефон Xiaomi Mi Mix 2 128GB;38 115,0;6;Xiaomi;черный;4;;1
1049;Мобильные телефоны;1202962;Мобильный телефон Xiaomi Mi Mix 2 128GB;45 540,0;9;Xiaomi;белый;5;;1
1050;Мобильные телефоны;162063;Мобильный телефон Samsung GT-C3520;6050,0;13;Samsung;;0;;0
1051;Мобильные телефоны;162063;Мобильный телефон Samsung GT-C3520;6 050,0;6;Samsung;красный;7;;0
1052;Мобильные телефоны;162063;Мобильный телефон Samsung GT-C3520;6 050,0;15;Samsung;серебристый;3;;0
1053;Мобильные телефоны;162063;Мобильный телефон Samsung GT-C3520;6 050,0;10;Samsung;серый;9;;0
1054;Мобильные телефоны;162063;Мобильный телефон Samsung GT-C3520;6 050,0;9;Samsung;черный;4;;0
1055;Мобильные телефоны;214744;Мобильный телефон Apple iPhone 4S 8GB;6061,0;6;Apple;;0;;2
1056;Мобильные телефоны;214744;Мобильный телефон Apple iPhone 4S 8GB;6 061,0;9;Apple;черный;4;;2
1057;Мобильные телефоны;214744;Мобильный телефон Apple iPhone 4S 8GB;6 061,0;14;Apple;белый;5;;2
1058;Мобильные телефоны;1219419;Мобильный телефон Google Pixel 2 XL 64GB;61050,0;9;Google;;0;;16
1059;Мобильные телефоны;1219419;Мобильный телефон Google Pixel 2 XL 64GB;61 050,0;10;Google;черный;4;;16
1060;Мобильные телефоны;1209383;Мобильный телефон Meizu M6 16GB;8173,0;2;Meizu;;0;;8
1061;Мобильные телефоны;1209383;Мобильный телефон Meizu M6 16GB;8 789,0;8;Meizu;золотистый;1;;8
1062;Мобильные телефоны;1209383;Мобильный телефон Meizu M6 16GB;8 789,0;8;Meizu;серебристый;3;;8
1063;Мобильные телефоны;1209383;Мобильный телефон Meizu M6 16GB;8 173,0;7;Meizu;черный;4;;8
1064;Мобильные телефоны;1209383;Мобильный телефон Meizu M6 16GB;7 799,0;7;Meizu;белый;5;;8
1065;Мобильные телефоны;1209383;Мобильный телефон Meizu M6 16GB;8 239,0;6;Meizu;синий;6;;8
1066;Мобильные телефоны;1174547;Мобильный телефон Motorola Moto G5S Dual;13948,0;3;Motorola;;0;;11
1067;Мобильные телефоны;1174547;Мобильный телефон Motorola Moto G5S Dual;13 959,0;13;Motorola;золотистый;1;;11
1068;Мобильные телефоны;1174547;Мобильный телефон Motorola Moto G5S Dual;13 948,0;2;Motorola;серый;9;;11
1069;Мобильные телефоны;847766;Мобильный телефон Alcatel One Touch Pixi 4 5010D;2739,0;14;Alcatel;;0;;14
1070;Мобильные телефоны;847766;Мобильный телефон Alcatel One Touch Pixi 4 5010D;2 739,0;9;Alcatel;черный;4;;14
1071;Мобильные телефоны;847766;Мобильный телефон Alcatel One Touch Pixi 4 5010D;3 949,0;15;Alcatel;белый;5;;14
1072;Мобильные телефоны;1232457;Мобильный телефон OPPO F5;21989,0;7;OPPO;;0;;21
1073;Мобильные телефоны;1232457;Мобильный телефон OPPO F5;21 989,0;14;OPPO;золотистый;1;;21
1074;Мобильные телефоны;1232457;Мобильный телефон OPPO F5;27 489,0;5;OPPO;красный;7;;21
1075;Мобильные телефоны;1232457;Мобильный телефон OPPO F5;21 989,0;9;OPPO;черный;4;;21
1076;Мобильные телефоны;910693;Мобильный телефон Sony Xperia XZ;31966,0;5;Sony;;0;;5
1077;Мобильные телефоны;910693;Мобильный телефон Sony Xperia XZ;26 290,0;15;Sony;коричневый;14;;5
